type,temp,hum,depth_prev,depth,label
FLOOD,25.43,84.22,5.84,11.2,Severe
FLOOD,26.19,69.85,1.52,1.67,Normal
FLOOD,26.39,71.31,0.77,3.52,Moderate
FLOOD,15.36,71.92,1.26,4.85,Moderate
FLOOD,23.96,89.46,3.51,10.76,Severe
FLOOD,26.44,85.85,41.28,47.96,Extreme
FLOOD,29.87,85.85,29.64,36.67,Extreme
FLOOD,20.77,78.59,0.57,3.96,Moderate
FLOOD,31.43,53.97,0.48,0.39,Normal
FLOOD,22.15,85.59,22.13,45.38,Extreme
FLOOD,22.74,81.94,9.2,13.36,Severe
FLOOD,25.34,70.09,0.84,5.07,Moderate
FLOOD,29.26,72.46,2.06,4.82,Moderate
FLOOD,26.53,82.67,10.78,14.4,Severe
FLOOD,20.88,80.31,11.74,14.4,Severe
FLOOD,31.3,49.81,1.49,1.76,Normal
FLOOD,21.38,92.28,8.04,12.43,Severe
FLOOD,24.46,86.43,3.03,8.94,Severe
FLOOD,25.27,84.93,9.33,12.7,Severe
FLOOD,25.08,44.95,1.51,1.88,Normal
FLOOD,21.42,85.19,18.48,20.89,Extreme
FLOOD,19.11,91.42,4.43,11.35,Severe
FLOOD,28.96,98.2,12.32,30.86,Extreme
FLOOD,25.72,63.97,1.84,1.77,Normal
FLOOD,26.94,86.06,4.23,12.74,Severe
FLOOD,27.43,73.46,2.24,4.76,Moderate
FLOOD,31.44,65.84,1.99,2.3,Normal
FLOOD,26.01,79.18,1.49,3.68,Moderate
FLOOD,23.47,74.71,1.34,6.37,Moderate
FLOOD,24.82,84.3,7.53,9.23,Severe
FLOOD,27.31,76.21,4.89,6.29,Moderate
FLOOD,19.48,89.72,7.87,12.34,Severe
FLOOD,23.09,82.74,3.61,10.99,Severe
FLOOD,21.68,76.83,5.86,6.71,Moderate
FLOOD,26.61,45.17,2.03,2.2,Normal
FLOOD,20.55,83.11,6.35,10.82,Severe
FLOOD,25.31,79.78,0.19,6.46,Moderate
FLOOD,20.57,71.02,2.96,5.14,Moderate
FLOOD,31.91,63.69,0.1,0.18,Normal
FLOOD,27.67,93.53,19.06,37.96,Extreme
FLOOD,21.31,77.18,1.62,6.2,Moderate
FLOOD,24.97,88.88,10.82,30.85,Extreme
FLOOD,32.76,52.43,2.42,2.7,Normal
FLOOD,21.43,87.39,43.29,46.93,Extreme
FLOOD,29.44,85.47,12.58,38.73,Extreme
FLOOD,22.92,91.86,12.59,25.6,Extreme
FLOOD,22.62,95.13,14.16,21.07,Extreme
FLOOD,24.14,97.51,21.05,40.72,Extreme
FLOOD,22.77,84.97,4.91,13.69,Severe
FLOOD,27.99,47.22,1.57,1.81,Normal
FLOOD,26.62,67.65,2.36,2.57,Normal
FLOOD,30.69,65.41,1.07,1.01,Normal
FLOOD,23.04,91.75,5.09,11.36,Severe
FLOOD,21.63,83.75,5.98,11.72,Severe
FLOOD,26.15,98.27,22.5,31.74,Extreme
FLOOD,25.23,74.43,2.1,4.14,Moderate
FLOOD,21.36,72.47,0.38,4.22,Moderate
FLOOD,22.75,87.87,28.32,37.36,Extreme
FLOOD,23.25,70.56,3.24,5.18,Moderate
FLOOD,27.24,63.66,2.07,2.5,Normal
FLOOD,21.01,86.86,29.05,39.75,Extreme
FLOOD,19.75,76.78,2.03,7.71,Moderate
FLOOD,28.18,58.75,0.14,0.59,Normal
FLOOD,23.84,88.87,6.87,11.4,Severe
FLOOD,25.93,71.36,1.62,6.05,Moderate
FLOOD,15.92,74.89,1.65,3.93,Moderate
FLOOD,30.32,59.94,1.59,1.62,Normal
FLOOD,19.34,77.94,2.96,6.83,Moderate
FLOOD,25.04,55.77,1.27,1.25,Normal
FLOOD,20.3,85.69,7.45,11.14,Severe
FLOOD,29.09,78.3,0.92,5.63,Moderate
FLOOD,32.86,46.99,1.54,1.83,Normal
FLOOD,25.79,79.92,2.37,5.36,Moderate
FLOOD,31.72,44.42,1.52,1.65,Normal
FLOOD,26.96,87.08,7.89,15.96,Extreme
FLOOD,23.32,86.5,4.97,8.75,Severe
FLOOD,22.65,87.81,5.55,8.51,Severe
FLOOD,29.18,49.65,0.12,0.06,Normal
FLOOD,26.8,63.32,2.38,2.44,Normal
FLOOD,25.21,83.94,6.11,8.35,Severe
FLOOD,17.37,73.56,4.5,7.1,Moderate
FLOOD,24.84,92.25,16.62,19.02,Extreme
FLOOD,25.26,89.49,15.97,24.07,Extreme
FLOOD,26.81,92.65,8.56,20.17,Extreme
FLOOD,23.6,89.21,3.09,8.4,Severe
FLOOD,19.39,89.24,5.11,8.5,Severe
FLOOD,24.83,71.51,4.9,6.28,Moderate
FLOOD,32.91,52.62,1.67,1.58,Normal
FLOOD,28.53,61.33,0.09,0.39,Normal
FLOOD,23.14,97.9,16.17,25.02,Extreme
FLOOD,32.87,62.49,2.39,2.43,Normal
FLOOD,30.17,47.03,0.69,0.91,Normal
FLOOD,24.51,86.82,24.61,42.83,Extreme
FLOOD,21.31,98.7,16.98,20.33,Extreme
FLOOD,20.23,85.06,13.34,34.58,Extreme
FLOOD,30.62,54.71,1.1,1.28,Normal
FLOOD,28.64,94.31,38.05,40.9,Extreme
FLOOD,23.66,80.55,6.88,9.68,Severe
FLOOD,28.29,85.03,20.64,32.95,Extreme
FLOOD,18.49,94.4,3.32,10.37,Severe
FLOOD,28.28,75.44,0.14,7.86,Moderate
FLOOD,31.63,63.11,0.6,0.99,Normal
FLOOD,27.6,63.85,1.96,2.33,Normal
FLOOD,25.23,60.56,2.58,2.71,Normal
FLOOD,20.55,73.86,1.13,4.69,Moderate
FLOOD,20.96,81.77,8.65,13.22,Severe
FLOOD,20.26,84.21,7.3,9.94,Severe
FLOOD,28.95,57.83,0.63,0.62,Normal
FLOOD,26.18,99.93,25.83,27.93,Extreme
FLOOD,28.74,87.87,27.79,44.46,Extreme
FLOOD,25.38,85.51,9.23,13.8,Severe
FLOOD,22.19,79.35,2.85,3.9,Moderate
FLOOD,22.62,91.28,7.42,36.7,Extreme
FLOOD,22.7,86.32,3.74,12.36,Severe
FLOOD,15.46,70.99,2.78,3.83,Moderate
FLOOD,17.05,75.81,0.89,3.23,Moderate
FLOOD,25.0,92.69,32.78,41.66,Extreme
FLOOD,17.08,72.3,1.7,5.12,Moderate
FLOOD,18.33,71.87,4.78,7.94,Moderate
FLOOD,22.84,72.27,6.37,7.49,Moderate
FLOOD,32.86,67.47,0.54,0.67,Normal
FLOOD,25.69,92.14,6.51,18.37,Extreme
FLOOD,31.1,67.16,1.33,1.29,Normal
FLOOD,28.08,71.61,3.2,5.25,Moderate
FLOOD,23.16,74.45,5.44,7.76,Moderate
FLOOD,27.17,80.24,4.54,10.64,Severe
FLOOD,23.09,76.28,2.25,4.12,Moderate
FLOOD,29.1,94.72,9.79,23.58,Extreme
FLOOD,18.11,89.76,9.11,13.04,Severe
FLOOD,26.96,92.87,26.83,33.27,Extreme
FLOOD,29.08,93.94,5.68,36.74,Extreme
FLOOD,28.56,63.46,0.76,1.03,Normal
FLOOD,27.59,92.37,5.48,8.76,Severe
FLOOD,21.56,85.43,9.29,35.76,Extreme
FLOOD,28.78,46.56,0.12,0.11,Normal
FLOOD,16.53,70.4,2.88,4.05,Moderate
FLOOD,20.44,91.84,9.02,10.35,Severe
FLOOD,31.53,65.47,0.01,0.41,Normal
FLOOD,32.9,56.99,1.28,1.2,Normal
FLOOD,23.79,86.32,8.69,10.75,Severe
FLOOD,24.26,87.51,9.23,13.05,Severe
FLOOD,23.5,93.08,3.19,10.73,Severe
FLOOD,25.26,91.49,3.97,14.77,Severe
FLOOD,27.86,98.15,21.14,35.64,Extreme
FLOOD,25.27,82.91,13.72,14.88,Severe
FLOOD,19.82,81.39,7.63,8.8,Severe
FLOOD,27.24,86.37,6.9,14.03,Severe
FLOOD,28.66,98.86,44.26,47.34,Extreme
FLOOD,27.32,83.24,4.1,11.66,Severe
FLOOD,28.08,97.68,9.96,40.48,Extreme
FLOOD,28.45,93.18,13.4,17.15,Extreme
FLOOD,27.39,43.62,1.87,2.04,Normal
FLOOD,20.08,90.02,16.74,29.16,Extreme
FLOOD,20.27,98.75,7.46,33.47,Extreme
FLOOD,32.34,40.67,0.86,1.1,Normal
FLOOD,27.74,83.05,7.24,9.41,Severe
FLOOD,20.64,71.67,2.21,7.91,Moderate
FLOOD,20.55,86.74,4.95,11.33,Severe
FLOOD,24.34,72.49,1.65,4.24,Moderate
FLOOD,26.55,92.76,11.18,32.51,Extreme
FLOOD,19.42,84.31,9.77,12.39,Severe
FLOOD,25.74,67.36,2.34,2.53,Normal
FLOOD,23.56,88.56,13.35,18.05,Extreme
FLOOD,22.96,94.0,9.71,14.79,Severe
FLOOD,27.73,91.44,13.38,21.93,Extreme
FLOOD,24.44,89.16,6.06,13.33,Severe
FLOOD,27.62,66.36,2.82,2.74,Normal
FLOOD,23.31,90.14,3.59,10.42,Severe
FLOOD,17.74,74.46,0.39,5.88,Moderate
FLOOD,24.35,81.34,10.98,14.63,Severe
FLOOD,18.25,89.4,3.41,13.06,Severe
FLOOD,26.76,93.89,4.07,11.29,Severe
FLOOD,16.83,73.04,0.6,3.5,Moderate
FLOOD,19.31,83.24,5.78,12.08,Severe
FLOOD,27.96,81.56,8.07,12.33,Severe
FLOOD,16.32,70.09,4.55,6.03,Moderate
FLOOD,30.7,55.95,0.11,0.23,Normal
FLOOD,27.38,81.86,6.33,8.51,Severe
FLOOD,29.04,67.64,2.35,2.79,Normal
FLOOD,23.52,72.05,1.1,4.24,Moderate
FLOOD,21.67,87.99,7.82,14.18,Severe
FLOOD,25.3,88.36,6.02,12.01,Severe
FLOOD,21.45,96.79,25.0,47.04,Extreme
FLOOD,21.52,73.92,0.06,4.07,Moderate
FLOOD,26.68,69.72,2.35,2.41,Normal
FLOOD,22.24,91.83,15.93,41.44,Extreme
FLOOD,20.14,94.79,14.12,22.69,Extreme
FLOOD,28.01,67.83,0.6,0.87,Normal
FLOOD,28.17,58.21,1.12,1.53,Normal
FLOOD,20.27,98.94,12.35,49.38,Extreme
FLOOD,27.85,75.63,2.72,4.52,Moderate
FLOOD,21.79,78.96,4.61,6.8,Moderate
FLOOD,27.37,80.17,4.99,10.79,Severe
FLOOD,27.07,77.61,0.96,3.23,Moderate
FLOOD,21.52,94.01,14.47,35.97,Extreme
FLOOD,24.92,94.72,5.0,12.99,Severe
FLOOD,26.22,57.59,0.43,0.78,Normal
FLOOD,31.86,59.82,0.54,0.56,Normal
FLOOD,23.07,80.34,9.06,11.3,Severe
FLOOD,25.76,77.99,0.16,5.88,Moderate
FLOOD,27.74,46.16,0.58,0.76,Normal
FLOOD,26.53,72.53,0.14,3.68,Moderate
FLOOD,28.72,71.55,4.65,7.02,Moderate
FLOOD,31.28,43.84,2.65,2.76,Normal
FLOOD,29.32,87.12,25.93,36.53,Extreme
FLOOD,19.97,87.95,8.2,13.43,Severe
FLOOD,27.3,85.41,30.91,38.79,Extreme
FLOOD,23.72,92.74,8.45,11.28,Severe
FLOOD,19.81,86.86,3.09,8.4,Severe
FLOOD,27.04,60.9,0.05,0.0,Normal
FLOOD,28.16,43.32,2.27,2.56,Normal
FLOOD,21.62,99.08,27.41,42.04,Extreme
FLOOD,29.63,55.82,0.12,0.09,Normal
FLOOD,20.3,80.18,3.47,10.17,Severe
FLOOD,27.31,93.93,12.7,14.41,Severe
FLOOD,30.88,44.12,1.86,2.16,Normal
FLOOD,22.26,91.44,9.34,22.61,Extreme
FLOOD,26.1,43.6,0.15,0.49,Normal
FLOOD,31.42,60.54,1.01,1.47,Normal
FLOOD,29.02,52.89,0.13,0.06,Normal
FLOOD,20.82,86.95,9.44,12.65,Severe
FLOOD,23.37,96.07,8.88,18.63,Extreme
FLOOD,27.97,87.33,18.95,32.45,Extreme
FLOOD,18.45,92.76,7.11,12.05,Severe
FLOOD,26.54,44.96,1.38,1.63,Normal
FLOOD,29.56,78.29,2.24,3.02,Moderate
FLOOD,25.1,87.96,11.94,14.37,Severe
FLOOD,28.21,42.48,1.37,1.86,Normal
FLOOD,26.73,75.74,3.48,5.86,Moderate
FLOOD,18.16,88.64,6.09,8.28,Severe
FLOOD,25.92,86.97,10.09,45.99,Extreme
FLOOD,21.33,77.04,2.31,3.1,Moderate
FLOOD,18.06,90.3,6.69,13.98,Severe
FLOOD,18.81,92.5,8.34,12.92,Severe
FLOOD,26.04,89.1,7.77,12.71,Severe
FLOOD,31.58,48.28,0.25,0.17,Normal
FLOOD,23.8,95.57,32.95,39.26,Extreme
FLOOD,23.03,92.85,12.4,36.09,Extreme
FLOOD,25.47,91.33,10.16,20.64,Extreme
FLOOD,20.99,89.27,11.87,41.77,Extreme
FLOOD,19.74,78.99,0.12,6.04,Moderate
FLOOD,22.8,79.57,3.2,6.13,Moderate
FLOOD,20.62,81.13,4.84,9.93,Severe
FLOOD,25.75,49.25,0.12,0.03,Normal
FLOOD,19.74,81.14,10.14,14.33,Severe
FLOOD,26.88,64.97,0.57,1.07,Normal
FLOOD,24.41,93.06,12.91,43.4,Extreme
FLOOD,21.46,76.32,4.44,5.91,Moderate
FLOOD,27.54,90.9,12.69,14.4,Severe
FLOOD,31.61,52.88,0.07,0.27,Normal
FLOOD,25.27,75.3,2.06,4.5,Moderate
FLOOD,20.67,71.76,0.16,4.56,Moderate
FLOOD,31.68,68.61,1.15,1.58,Normal
FLOOD,29.57,66.73,1.26,1.31,Normal
FLOOD,20.23,84.51,6.04,12.15,Severe
FLOOD,19.18,71.53,3.89,4.76,Moderate
FLOOD,24.19,71.31,3.11,3.92,Moderate
FLOOD,18.21,72.6,1.96,4.08,Moderate
FLOOD,22.39,99.64,19.99,28.09,Extreme
FLOOD,23.94,81.48,3.27,8.13,Severe
FLOOD,27.06,75.77,0.39,7.52,Moderate
FLOOD,15.28,70.56,3.11,4.87,Moderate
FLOOD,18.17,79.29,1.5,3.54,Moderate
FLOOD,22.3,97.05,24.46,27.44,Extreme
FLOOD,25.92,75.12,0.89,4.43,Moderate
FLOOD,15.77,78.74,1.0,5.11,Moderate
FLOOD,19.95,94.56,3.01,12.98,Severe
FLOOD,23.02,72.9,3.94,7.54,Moderate
FLOOD,29.87,43.16,1.47,1.82,Normal
FLOOD,26.57,82.22,5.97,11.79,Severe
FLOOD,21.54,89.39,9.41,11.1,Severe
FLOOD,25.0,86.01,5.6,10.84,Severe
FLOOD,25.47,40.74,2.16,2.1,Normal
FLOOD,24.08,88.27,4.11,9.46,Severe
FLOOD,21.69,76.04,6.59,7.54,Moderate
FLOOD,29.95,72.81,3.92,6.1,Moderate
FLOOD,27.87,93.36,25.03,36.47,Extreme
FLOOD,20.78,75.63,3.24,7.15,Moderate
FLOOD,22.57,88.17,31.02,43.96,Extreme
FLOOD,23.21,90.13,9.21,45.11,Extreme
FLOOD,26.25,53.58,2.43,2.79,Normal
FLOOD,22.08,77.5,1.43,5.54,Moderate
FLOOD,23.74,83.51,9.76,13.06,Severe
FLOOD,20.62,74.56,1.46,3.34,Moderate
FLOOD,26.38,70.4,1.42,4.6,Moderate
FLOOD,31.55,53.19,1.47,1.43,Normal
FLOOD,24.19,71.99,1.42,3.72,Moderate
FLOOD,27.09,73.09,3.29,3.85,Moderate
FLOOD,20.77,88.49,6.25,10.23,Severe
FLOOD,29.52,71.68,3.99,5.36,Moderate
FLOOD,27.98,90.71,7.21,12.3,Severe
FLOOD,23.02,77.25,0.87,4.34,Moderate
FLOOD,26.91,52.83,2.75,2.88,Normal
FLOOD,24.57,88.01,11.68,13.0,Severe
FLOOD,29.97,96.31,12.51,20.6,Extreme
FLOOD,27.18,75.78,5.62,6.14,Moderate
FLOOD,29.37,56.69,2.22,2.33,Normal
FLOOD,22.28,89.21,13.45,46.21,Extreme
FLOOD,27.79,41.44,1.07,1.03,Normal
FLOOD,31.93,52.93,2.68,2.81,Normal
FLOOD,27.26,88.75,6.62,9.28,Severe
FLOOD,29.59,86.55,5.92,15.35,Extreme
FLOOD,24.43,76.61,0.07,3.2,Moderate
FLOOD,20.19,85.77,4.43,11.74,Severe
FLOOD,31.78,54.66,0.76,1.01,Normal
FLOOD,27.63,42.63,2.99,2.98,Normal
FLOOD,16.14,79.26,4.15,4.98,Moderate
FLOOD,25.97,47.73,0.77,1.04,Normal
FLOOD,24.67,73.43,0.93,3.98,Moderate
FLOOD,31.18,48.06,0.01,0.36,Normal
FLOOD,23.0,86.74,5.42,12.34,Severe
FLOOD,27.94,99.82,24.36,49.54,Extreme
FLOOD,18.67,91.91,8.17,11.24,Severe
FLOOD,26.78,51.0,0.8,1.22,Normal
FLOOD,26.82,67.23,0.54,0.82,Normal
FLOOD,22.41,70.19,3.43,5.59,Moderate
FLOOD,19.56,79.75,4.9,7.77,Moderate
FLOOD,18.17,75.33,0.86,4.33,Moderate
FLOOD,27.58,85.45,5.18,8.49,Severe
FLOOD,27.29,96.99,12.11,28.3,Extreme
FLOOD,31.47,68.26,1.28,1.42,Normal
FLOOD,25.45,88.15,8.7,40.35,Extreme
FLOOD,26.05,85.37,4.18,13.7,Severe
FLOOD,26.83,94.82,6.76,11.62,Severe
FLOOD,27.57,90.48,6.24,34.8,Extreme
FLOOD,27.19,80.87,10.62,14.59,Severe
FLOOD,27.1,53.23,2.7,2.89,Normal
FLOOD,27.1,98.3,38.6,47.52,Extreme
FLOOD,22.11,88.73,7.6,9.52,Severe
FLOOD,25.73,83.43,11.32,14.12,Severe
FLOOD,20.27,91.71,11.57,35.84,Extreme
FLOOD,27.01,91.2,8.42,9.88,Severe
FLOOD,19.69,90.12,3.15,10.02,Severe
FLOOD,15.29,70.71,1.19,4.79,Moderate
FLOOD,18.09,76.77,3.25,4.73,Moderate
FLOOD,26.84,51.8,0.58,0.68,Normal
FLOOD,20.31,85.62,5.48,9.79,Severe
FLOOD,26.23,60.2,0.04,0.05,Normal
FLOOD,24.8,74.77,3.96,4.67,Moderate
FLOOD,24.47,78.83,3.02,7.77,Moderate
FLOOD,24.23,84.48,9.62,14.44,Severe
FLOOD,23.69,76.76,1.15,4.68,Moderate
FLOOD,29.59,91.1,13.15,26.11,Extreme
FLOOD,25.4,86.73,27.69,35.1,Extreme
FLOOD,27.71,98.57,24.01,43.11,Extreme
FLOOD,18.76,89.38,3.2,13.93,Severe
FLOOD,28.96,73.6,3.33,6.71,Moderate
FLOOD,25.58,43.67,2.0,1.98,Normal
FLOOD,26.13,80.7,7.06,12.51,Severe
FLOOD,20.26,95.96,8.49,46.37,Extreme
FLOOD,29.3,86.03,18.86,26.97,Extreme
FLOOD,27.75,87.73,6.73,38.66,Extreme
FLOOD,15.91,74.62,2.32,3.49,Moderate
FLOOD,19.81,71.98,1.11,5.13,Moderate
FLOOD,28.54,65.73,2.38,2.33,Normal
FLOOD,29.77,76.91,2.71,6.46,Moderate
FLOOD,23.33,92.24,8.91,30.34,Extreme
FLOOD,20.13,77.52,1.03,3.89,Moderate
FLOOD,32.57,44.13,1.29,1.27,Normal
FLOOD,31.57,63.06,1.3,1.23,Normal
FLOOD,15.16,75.27,4.61,5.17,Moderate
FLOOD,25.6,95.07,20.75,34.98,Extreme
FLOOD,29.77,97.94,26.68,36.19,Extreme
FLOOD,26.39,69.71,0.44,0.64,Normal
FLOOD,27.96,94.05,9.29,14.32,Severe
FLOOD,20.96,85.91,3.01,10.59,Severe
FLOOD,20.24,86.45,21.33,29.31,Extreme
FLOOD,29.64,71.48,2.42,6.52,Moderate
FLOOD,15.79,76.23,0.98,5.02,Moderate
FLOOD,21.98,82.98,5.63,11.12,Severe
FLOOD,27.69,87.08,37.34,44.85,Extreme
FLOOD,18.4,88.73,3.86,8.13,Severe
FLOOD,20.97,81.31,9.13,11.67,Severe
FLOOD,25.38,69.56,0.81,1.08,Normal
FLOOD,16.69,71.4,0.01,4.57,Moderate
FLOOD,16.98,72.68,4.34,6.76,Moderate
FLOOD,23.28,95.76,23.68,39.07,Extreme
FLOOD,32.23,61.48,0.35,0.78,Normal
FLOOD,22.08,93.84,34.07,47.39,Extreme
FLOOD,23.93,97.01,18.54,23.06,Extreme
FLOOD,27.3,83.56,3.34,12.45,Severe
FLOOD,22.4,86.7,5.01,10.44,Severe
FLOOD,19.07,76.43,6.1,7.16,Moderate
FLOOD,30.53,47.67,0.11,0.08,Normal
FLOOD,20.08,90.49,16.34,49.31,Extreme
FLOOD,25.72,41.16,0.36,0.59,Normal
FLOOD,20.35,99.22,8.47,24.98,Extreme
FLOOD,30.2,43.14,0.1,0.6,Normal
FLOOD,24.87,77.66,4.99,6.37,Moderate
FLOOD,25.36,94.82,10.59,18.38,Extreme
FLOOD,19.18,87.44,6.63,12.22,Severe
FLOOD,25.51,77.51,0.59,4.57,Moderate
FLOOD,27.72,60.45,1.23,1.49,Normal
FLOOD,30.14,59.51,0.79,1.26,Normal
FLOOD,23.15,90.45,33.46,37.18,Extreme
FLOOD,24.25,99.68,11.81,46.67,Extreme
FLOOD,25.74,91.92,21.95,46.04,Extreme
FLOOD,25.04,61.85,1.26,1.25,Normal
FLOOD,29.23,70.2,3.28,7.34,Moderate
FLOOD,32.15,40.19,0.28,0.65,Normal
FLOOD,26.19,87.79,7.19,18.4,Extreme
FLOOD,30.8,69.87,1.72,1.81,Normal
FLOOD,26.98,82.15,7.01,8.88,Severe
FLOOD,31.85,66.0,2.84,2.85,Normal
FLOOD,28.7,96.23,36.91,45.27,Extreme
FLOOD,27.09,50.38,0.23,0.65,Normal
FLOOD,18.61,91.88,5.86,9.66,Severe
FLOOD,23.69,70.09,2.78,6.88,Moderate
FLOOD,26.12,85.16,6.3,10.63,Severe
FLOOD,28.64,47.9,0.53,0.46,Normal
FLOOD,29.43,67.56,1.9,2.16,Normal
FLOOD,18.42,85.1,5.23,10.81,Severe
FLOOD,25.48,53.46,2.48,2.51,Normal
FLOOD,26.26,98.06,14.6,16.84,Extreme
FLOOD,25.1,97.12,19.12,43.92,Extreme
FLOOD,26.47,95.29,7.37,25.78,Extreme
FLOOD,26.56,93.91,7.35,8.83,Severe
FLOOD,27.71,44.87,0.89,0.92,Normal
FLOOD,25.31,92.87,6.18,14.07,Severe
FLOOD,26.61,96.55,27.66,31.59,Extreme
FLOOD,25.48,99.88,11.99,37.86,Extreme
FLOOD,29.16,87.2,15.61,25.36,Extreme
FLOOD,25.55,93.76,11.78,13.17,Severe
FLOOD,25.26,70.62,2.36,5.54,Moderate
FLOOD,26.91,69.04,1.39,1.38,Normal
FLOOD,31.56,48.16,2.3,2.43,Normal
FLOOD,25.6,46.66,0.37,0.32,Normal
FLOOD,24.06,83.15,5.34,10.77,Severe
FLOOD,23.27,74.15,1.17,5.51,Moderate
FLOOD,26.1,54.0,0.71,1.06,Normal
FLOOD,32.12,50.1,0.88,1.19,Normal
FLOOD,26.36,49.85,1.04,1.13,Normal
FLOOD,26.77,53.92,2.3,2.23,Normal
FLOOD,25.98,64.78,2.25,2.4,Normal
FLOOD,28.82,69.22,2.5,2.97,Normal
FLOOD,18.35,81.03,9.51,14.93,Severe
FLOOD,20.34,91.97,6.94,9.11,Severe
FLOOD,27.52,85.93,7.24,8.83,Severe
FLOOD,18.38,94.83,4.95,9.1,Severe
FLOOD,26.64,79.73,2.51,3.52,Moderate
FLOOD,25.5,53.09,2.54,2.65,Normal
FLOOD,15.94,72.25,5.77,6.74,Moderate
FLOOD,28.05,64.57,1.82,1.74,Normal
FLOOD,24.27,85.0,12.1,42.9,Extreme
FLOOD,26.98,86.01,26.83,50.0,Extreme
FLOOD,26.61,94.7,5.3,32.2,Extreme
FLOOD,22.41,89.11,10.3,12.24,Severe
FLOOD,29.29,77.59,1.85,3.01,Moderate
FLOOD,26.2,92.35,23.74,27.23,Extreme
FLOOD,25.7,89.69,9.9,32.69,Extreme
FLOOD,16.8,71.07,2.66,3.95,Moderate
FLOOD,27.31,66.66,2.49,2.92,Normal
FLOOD,29.02,74.53,1.08,5.33,Moderate
FLOOD,29.25,95.76,18.9,23.27,Extreme
FLOOD,19.34,74.45,2.35,4.09,Moderate
FLOOD,26.43,74.82,1.74,6.31,Moderate
FLOOD,23.52,94.32,8.29,9.74,Severe
FLOOD,20.31,99.42,14.6,33.17,Extreme
FLOOD,16.49,72.3,0.71,6.01,Moderate
FLOOD,20.93,87.18,10.4,12.46,Severe
FLOOD,26.97,85.86,5.2,37.54,Extreme
FLOOD,24.57,95.02,7.73,20.73,Extreme
FLOOD,31.31,40.09,2.14,2.28,Normal
FLOOD,27.21,44.0,2.37,2.3,Normal
FLOOD,26.22,91.94,12.09,13.61,Severe
FLOOD,24.86,85.39,11.06,13.33,Severe
FLOOD,28.73,78.95,2.45,4.49,Moderate
FLOOD,26.29,52.72,0.19,0.15,Normal
FLOOD,27.29,56.1,0.86,1.13,Normal
FLOOD,29.83,42.5,1.48,1.45,Normal
FLOOD,22.49,93.48,23.27,26.75,Extreme
FLOOD,19.72,90.77,7.39,11.01,Severe
FLOOD,22.91,70.42,2.88,7.05,Moderate
FLOOD,31.2,46.88,0.43,0.48,Normal
FLOOD,22.44,90.42,5.35,27.55,Extreme
FLOOD,26.6,86.7,6.42,8.63,Severe
FLOOD,32.92,59.71,2.09,2.5,Normal
FLOOD,27.35,73.66,3.51,4.11,Moderate
FLOOD,28.49,75.65,3.45,6.04,Moderate
FLOOD,26.62,91.88,35.89,47.55,Extreme
FLOOD,26.0,97.85,12.91,32.96,Extreme
FLOOD,25.31,90.21,4.44,10.1,Severe
FLOOD,27.46,94.89,4.96,8.16,Severe
FLOOD,18.01,80.12,7.42,12.81,Severe
FLOOD,29.02,97.53,9.92,15.97,Extreme
FLOOD,23.16,90.02,8.33,16.17,Extreme
FLOOD,21.68,91.72,6.05,21.02,Extreme
FLOOD,17.42,74.17,0.51,7.5,Moderate
FLOOD,15.48,74.42,6.87,7.87,Moderate
FLOOD,25.94,93.9,5.46,8.16,Severe
FLOOD,27.6,96.44,7.76,28.98,Extreme
FLOOD,32.46,64.66,1.29,1.65,Normal
FLOOD,25.03,89.05,8.03,13.07,Severe
FLOOD,31.43,52.5,0.94,0.94,Normal
FLOOD,21.12,71.72,1.62,6.57,Moderate
FLOOD,18.5,87.65,5.26,9.5,Severe
FLOOD,18.24,86.07,8.82,11.09,Severe
FLOOD,29.4,59.31,2.2,2.28,Normal
FLOOD,23.25,78.97,1.79,3.71,Moderate
FLOOD,16.88,71.18,1.79,3.67,Moderate
FLOOD,15.57,70.62,1.51,4.87,Moderate
FLOOD,27.87,95.33,25.76,47.57,Extreme
FLOOD,27.69,43.98,0.4,0.37,Normal
FLOOD,29.87,44.87,0.75,0.68,Normal
FLOOD,17.7,72.73,3.4,7.89,Moderate
FLOOD,19.95,92.89,10.45,13.27,Severe
FLOOD,29.6,45.07,1.02,1.45,Normal
FLOOD,30.08,42.09,0.34,0.5,Normal
FLOOD,28.03,60.62,0.31,0.22,Normal
FLOOD,26.02,88.65,22.81,33.01,Extreme
FLOOD,22.15,85.13,8.82,17.51,Extreme
FLOOD,25.48,91.99,10.56,12.08,Severe
FLOOD,22.83,85.02,5.5,41.85,Extreme
FLOOD,23.08,85.4,10.08,45.43,Extreme
FLOOD,20.59,72.4,1.86,5.03,Moderate
FLOOD,28.03,93.88,8.31,18.36,Extreme
FLOOD,19.64,87.45,6.94,11.4,Severe
FLOOD,21.2,92.08,6.05,13.88,Severe
FLOOD,24.44,93.95,28.21,31.77,Extreme
FLOOD,29.63,89.27,20.35,38.43,Extreme
FLOOD,19.32,84.17,10.62,13.58,Severe
FLOOD,24.56,88.8,9.09,10.34,Severe
FLOOD,16.97,78.9,2.82,4.89,Moderate
FLOOD,31.55,67.94,1.7,1.62,Normal
FLOOD,26.68,72.62,4.98,6.86,Moderate
FLOOD,26.82,93.44,35.8,46.83,Extreme
FLOOD,32.75,46.09,1.45,1.82,Normal
